Customer ID,Customer SK,Customer Name,Country,City,Street Name,Street Number,Book ID,Book SK,Title,Author,Publisher,Language,Publication Date,Year,Month,Day,Revenue Book Sales
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,3045,3045,Selected Verse,"Christopher Maurer, Federico García Lorca",Farrar Straus and Giroux,English,2004-06-09,2022,12,2,3.63
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,10084,10084,Buenos Presagios: las buenas y ajustadas profecías de Agnes La Chalada,"Neil Gaiman, Terry Pratchett",Norma Editorial,Spanish,2005-04-25,2022,12,2,10.60
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,10953,10953,Las luces de septiembre (Niebla  #3),Carlos Ruiz Zafón,Edebé,Spanish,2005-10-01,2022,12,2,16.79
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,3316,3316,Killing Time,Cynthia Harrod-Eagles,Avon Books,United States English,1999-02-01,2022,12,15,7.69
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,5301,5301,Lila: An Inquiry Into Morals (Phaedrus  #2),Robert M. Pirsig,Bantam,English,1992-11-01,2022,12,15,13.34
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,268,268,The Prince Kidnaps a Bride (Lost Princesses  #3),Christina Dodd,Avon,English,2006-11-28,2022,12,17,10.39
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,1329,1329,A Confederacy of Dunces,-,Penguin Classics,English,2000-03-30,2022,12,17,10.17
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,2797,2797,To the Last Man: A Novel of the First World War,Jeff Shaara,Ballantine Books,English,2005-08-30,2022,12,17,11.40
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,3309,3309,Prayers for Rain (Kenzie & Gennaro  #5),Dennis Lehane,HarperTorch,English,2000-05-02,2022,12,17,9.37
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,365,365,Behind the Curtain (Echo Falls  #2),Peter Abrahams,HarperCollins,United States English,2006-04-25,2023,3,14,2.86
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,7404,7404,A Break With Charity: A Story of the Salem Witch Trials,Ann Rinaldi,Turtleback Books,English,1994-04-01,2023,3,14,2.66
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,5698,5698,The Lord of the Rings (The Lord of the Rings  #1-3),-,Houghton Mifflin Harcourt,United States English,2002-10-01,2023,8,3,9.32
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,7397,7397,Searching for God Knows What,Donald Miller,Thomas Nelson,English,2004-10-11,2023,8,3,4.15
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,625,625,Fugitive Prince (Wars of Light and Shadow  #4),Janny Wurts,HarperCollins Publishers,English,1998-09-08,2024,2,13,3.02
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,6872,6872,LT's Theory of Pets,Stephen King,Simon Schuster Audio,English,2001-08-01,2024,2,13,13.16
2,2,Ruthanne Vatini,Sweden,Avesta,Spenser Alley,342,8615,8615,You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths,Russ Kick,Disinformation Company,English,2001-04-01,2024,3,24,4.35
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,1245,1245,The Republic,"Benjamin Jowett, Desmond Lee, Maria Helena da Rocha Pereira, Tom Griffith",Penguin Classics,English,2003-02-25,2021,5,23,12.89
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,1494,1494,Prom Anonymous,Blake Nelson,Speak,English,2007-02-15,2021,5,23,12.41
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,9154,9154,Bleach  Volume 14,Tite Kubo,VIZ Media LLC,English,2006-08-01,2021,7,29,8.78
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,10553,10553,The Brooklyn Bridge (Wonders of the World),"Alan Witschonke, Elizabeth Mann",Mikaya Press,English,2006-09-12,2021,7,29,7.01
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,9867,9867,Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,"John Stevens, Ryōkan",Shambhala,English,2004-04-13,2021,8,3,10.01
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,6627,6627,How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren,Atria Books,United States English,2005-06-06,2021,10,1,4.09
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,11047,11047,Las aventuras de Tom Sawyer,Mark Twain,Edimat Libros,Spanish,2006-05-28,2021,10,1,12.87
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,2874,2874,The Malloreon  Vol. 1: Guardians of the West / King of the Murgos / Demon Lord of Karanda (The Malloreon  #1-3),David Eddings,Del Rey,English,2005-08-30,2021,12,6,19.95
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,4967,4967,Cold Blood (Lorraine Page  #2),Lynda La Plante,Jove,English,1999-04-01,2021,12,6,7.10
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,2822,2822,The Chronicles of Riddick,Alan Dean Foster,Del Rey Books,United States English,2007-12-18,2022,3,25,10.70
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,1116,1116,White Teeth,-,Penguin,British English,2000-11-30,2022,4,19,18.22
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,6293,6293,Floating in My Mother's Palm,"Francine Kass, John Collier, Ursula Hegi",Touchstone,United States English,1998-07-03,2022,4,19,6.31
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,1234,1234,Dead Souls,"Larissa Volokhonsky, Richard Pevear, Robert A. Maguire, Zlatko Crnković",Penguin Classics,English,2004-07-29,2022,6,25,4.98
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,2353,2353,The Last of Her Kind,Sigrid Nunez,Picador USA,English,2006-12-12,2022,6,25,1.31
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,2536,2536,All I Want is Everything (Gossip Girl  #3),Cecily von Ziegesar,Poppy,English,2003-05-07,2022,6,28,18.14
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,2721,2721,The Eight,Katherine Neville,Ballantine Books,English,1997-06-23,2022,7,17,0.10
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,4569,4569,A Caribbean Mystery (Miss Marple  #10),Agatha Christie,Signet,English,2000-03-01,2022,7,17,1.96
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,166,166,The Bromeliad Trilogy (Omnibus: Truckers / Diggers / Wings),Terry Pratchett,HarperCollins,English,2003-09-30,2022,11,24,9.27
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,9090,9090,Kristy's Great Idea,"Ann M. Martin, Raina Telgemeier",Turtleback Books,English,2006-04-01,2022,11,24,11.20
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,7713,7713,Ulysses S. Grant,"Arthur M. Schlesinger Jr., Josiah Bunting",Times Books,English,2004-09-08,2022,12,27,5.39
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,334,334,Embracing the Love of God: The Path and Promise of Christian Life,"James Brian Smith, Richard J. Foster",HarperOne,English,1995-06-28,2023,1,27,15.41
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,9364,9364,Fables & Reflections (The Sandman  #6),"Bryan Talbot, Duncan Eagleson, Jill Thompson, John Watkiss, Kent Williams, Neil Gaiman, P. Craig Russell, Shawn McManus, Stan Woch, Todd Klein",DC Comics,English,1999-03-10,2023,1,27,14.13
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,6584,6584,Like Water for Chocolate,-,Random House Audio,English,2006-05-02,2023,7,13,2.71
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,8115,8115,Cigarettes Are Sublime,Richard Klein,Duke University Press Books,United States English,1995-01-20,2023,7,13,16.08
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,8450,8450,New Amazons,"Anne Yvonne Gilbert, Cynthia Ward, Felicia Dale, Gary A. Braunbeck, James Reasoner, Jane Lindskold, Janet Pack, Jo Clayton, John Tigges, Kate Novak, Kathleen M. Massie-Ferch, Kevin T. Stein, Lawrence C. Connolly, Linda Baker, Linda Mannheim, Livia Reasoner, Margaret Weis, Nancy Springer, Nick O'Donohoe, Robyn McGrew, Russell Davis",DAW,English,2000-02-01,2023,7,13,4.95
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,1811,1811,The Castle of Otranto,"E.F. Bleiler, Walter Scott",Oxford University Press,English,1998-07-16,2023,10,18,15.81
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,4828,4828,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,"Robert P. Miles, Tom Osborne",Wiley,English,2003-04-18,2023,10,18,4.50
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,44,44,Scandalous Risks,Susan Howatch,Harper,English,2009-07-22,2024,2,17,11.85
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,2619,2619,Escape: The Love Story from Whirlwind,James Clavell,Hodder & Stoughton,English,1999-07-01,2024,2,17,11.27
3,6,Reidar Turbitt,China,Jubaoshan,Mallory Place,15,2924,2924,The Greek's Royal Mistress (Princess Brides  #2),Jane Porter,Harlequin Presents,English,2004-09-24,2024,2,17,11.96
4,8,Rich Kirsz,France,Toulouse,Florence Parkway,70,7949,7949,The Centurion's Empire,Sean McMullen,Tor Science Fiction,English,1999-05-15,2021,4,22,10.02
4,8,Rich Kirsz,France,Toulouse,Florence Parkway,70,8459,8459,Accidental Empires,Robert X. Cringely,Harper Business,English,1996-09-13,2021,4,22,13.73
4,8,Rich Kirsz,France,Toulouse,Florence Parkway,70,4046,4046,The Case of the Stinky Science Project (Jigsaw Jones  #9),John Speirs,Scholastic Paperbacks,United States English,2001-03-01,2021,11,26,13.69
4,8,Rich Kirsz,France,Toulouse,Florence Parkway,70,9608,9608,Strawberry Shortcake Murder (Hannah Swensen  #2),Joanne Fluke,Kensington,English,2002-02-02,2021,11,26,7.13
4,8,Rich Kirsz,France,Toulouse,Florence Parkway,70,10305,10305,The Three Musketeers (The d'Artagnan Romances. #1),"Alexandre Dumas, Keith Wren",Wordsworth Editions,English,2001-05-05,2023,2,27,17.72
4,8,Rich Kirsz,France,Toulouse,Florence Parkway,70,530,530,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,Denis Johnson,Harper Perennial,English,1996-01-01,2023,3,18,2.71
4,8,Rich Kirsz,France,Toulouse,Florence Parkway,70,629,629,Homebody,Orson Scott Card,HarperTorch,English,1999-01-25,2023,3,18,9.22
4,8,Rich Kirsz,France,Toulouse,Florence Parkway,70,1494,1494,Prom Anonymous,Blake Nelson,Speak,English,2007-02-15,2023,3,18,10.13
4,8,Rich Kirsz,France,Toulouse,Florence Parkway,70,9791,9791,The Big Bad Wolf,"Denis O'Hare, James Patterson, Peter J. Fernandez",Little Brown & Company,English,2003-11-01,2023,3,18,8.29
4,8,Rich Kirsz,France,Toulouse,Florence Parkway,70,175,175,The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,Harper,English,2006-06-27,2024,1,27,15.28
4,8,Rich Kirsz,France,Toulouse,Florence Parkway,70,2139,2139,Terrorist,John Updike,Knopf,English,2006-06-06,2024,1,27,17.83
4,8,Rich Kirsz,France,Toulouse,Florence Parkway,70,6759,6759,Deck the Halls,"Carol Higgins Clark, Mary Higgins Clark",Pocket Books,English,2001-10-01,2024,1,27,0.81
4,8,Rich Kirsz,France,Toulouse,Florence Parkway,70,7883,7883,The Red Notebook: True Stories,Paul Auster,New Directions,English,2002-06-17,2024,1,27,18.58
5,9,Carline Kupis,Indonesia,Sukaraja,Onsgard Point,209,248,248,The Andromeda Strain (Andromeda  #1),Michael Crichton,Avon Books,English,2003-10-28,2021,9,16,16.28
5,9,Carline Kupis,Indonesia,Sukaraja,Onsgard Point,209,5519,5519,A Mind To Murder (Adam Dalgliesh  #2),P.D. James,Gardners Books,English,2002-05-20,2021,9,16,9.32
5,9,Carline Kupis,Indonesia,Sukaraja,Onsgard Point,209,30,30,The One Tree (The Second Chronicles of Thomas Covenant  #2),-,Fontana,British English,1996-11-18,2024,2,27,11.43
6,10,Kandy Adamec,Indonesia,Sungaikakap,Cardinal Crossing,2515,1021,1021,Chickenhawk: Back in the World Again: Life After Vietnam,Robert Mason,Penguin Books,English,1994-05-01,2021,6,25,12.71
6,10,Kandy Adamec,Indonesia,Sungaikakap,Cardinal Crossing,2515,3700,3700,The Stranger,"Albert Camus, Caroline B. Cooney, Stuart Gilbert",Vintage,United States English,1954-09-12,2021,6,25,9.56
6,10,Kandy Adamec,Indonesia,Sungaikakap,Cardinal Crossing,2515,4299,4299,The Green Pearl (Lyonesse  #2),Jack Vance,Ace,English,1987-06-15,2021,6,25,6.97
6,10,Kandy Adamec,Indonesia,Sungaikakap,Cardinal Crossing,2515,350,350,The Burglar Who Painted Like Mondrian (Bernie Rhodenbarr  #5),Lawrence Block,HarperTorch,English,2005-07-26,2022,6,27,13.48
6,10,Kandy Adamec,Indonesia,Sungaikakap,Cardinal Crossing,2515,2913,2913,Jennifer Government,Max Barry,Abacus,English,2004-02-05,2022,6,27,1.23
6,10,Kandy Adamec,Indonesia,Sungaikakap,Cardinal Crossing,2515,5865,5865,Fevre Dream,George R.R. Martin,Poseidon Press,English,1982-01-01,2022,9,5,9.18
6,10,Kandy Adamec,Indonesia,Sungaikakap,Cardinal Crossing,2515,6491,6491,Elliott Erwitt: Snaps,"Charles Flowers, Elliott Erwitt, Murray Sayle",Phaidon Press,British English,2003-06-01,2022,9,5,17.42
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,4573,4573,Murder at the Vicarage (Miss Marple  #1),-,Signet,English,2000-09-01,2021,6,11,10.91
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,8352,8352,A Power Governments Cannot Suppress,Howard Zinn,City Lights Publishers,English,2006-12-01,2021,6,11,4.57
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,4377,4377,Chasing the Dime,Michael Connelly,Warner Books,English,2003-09-01,2021,6,19,15.03
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,7389,7389,Magician: Apprentice Volume 1  (Raymond E. Feist's Magician: Apprentice #1),"Bryan J.L. Glass, Michael Avon Oeming, Raymond E. Feist, Ryan Stegman",Marvel Comics Group,English,2007-05-30,2021,6,19,17.86
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,1037,1037,Been Down So Long It Looks Like Up To Me,"Richard Fariña, Thomas Pynchon",Penguin Classics,English,1996-08-29,2021,6,20,0.83
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,7596,7596,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,"Heidi Baker, Rolland Baker",Chosen Books,English,2003-09-01,2021,6,20,2.85
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,11101,11101,La Vida Nueva,"Orhan Pamuk, Rafael Carpintero",Alfaguara,Spanish,2006-10-01,2021,6,20,18.44
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,1200,1200,The Earth,"Douglas Parmée, Émile Zola",Penguin Classics,English,1980-06-26,2021,6,23,15.48
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,9956,9956,The Ring  Volume 1,"Hiroshi Takahashi, Misao Inagaki",Dark Horse Manga,English,2003-11-25,2021,12,29,19.54
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,8742,8742,The Year of Magical Thinking,-,Knopf Publishing Group,United States English,2005-10-04,2022,2,28,1.49
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,171,171,Merry Christmas  Amelia Bedelia,"Lynn Sweat, Peggy Parish",Greenwillow Books,English,2002-10-01,2023,3,15,9.96
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,2545,2545,Aurora Dawn,Herman Wouk,Back Bay Books,United States English,1992-04-15,2023,3,15,0.20
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,6857,6857,Three Little Secrets (MacLachlan Family  #4),Liz Carlyle,Pocket Star,English,2006-04-01,2023,3,15,12.85
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,9426,9426,Japan at War:  An Oral History,"Haruko Taya Cook, Theodore F. Cook",New Press (NY),English,1993-10-01,2023,3,15,1.22
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,990,990,Americana,-,Penguin Books,English,1989-07-06,2023,4,3,16.65
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,9422,9422,The Enchiridion on Faith Hope and Love (Augustine Series 1),"Augustine of Hippo, Bruce Harbert, John E. Rotelle",New City Press,English,1999-10-01,2023,4,3,13.08
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,5497,5497,New Selected Poems 1966-1987,Seamus Heaney,Faber and Faber,English,2002-03-04,2024,2,22,16.68
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,2235,2235,Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,St. Martin's Griffin,English,1998-10-15,2024,3,18,9.16
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,6086,6086,Shoot the Piano Player,David Goodis,Vintage Crime/Black Lizard,English,1990-10-03,2024,3,19,8.25
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,10650,10650,Le Premier homme,"Albert Camus, Catherine Camus",Gallimard,French,2000-02-11,2024,3,19,8.39
7,12,Jermain Giraudeau,Argentina,Trancas,Parkside Avenue,3867,4062,4062,Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,Scholastic Paperbacks,English,2001-06-01,2024,4,3,17.94
8,14,Nolly Bonicelli,Philippines,Taluksangay,Merrick Circle,604,4472,4472,Who Was Thomas Jefferson?,"Dennis Brindell Fradin, John O'Brien, Nancy Harrison",Penguin Workshop,English,2003-07-28,2023,2,8,11.05
8,14,Nolly Bonicelli,Philippines,Taluksangay,Merrick Circle,604,6682,6682,The Scarlet Letter,-,Kaplan,English,2005-08-02,2023,2,8,14.91
8,14,Nolly Bonicelli,Philippines,Taluksangay,Merrick Circle,604,7667,7667,The Frog King,Frank McConnell,Walker & Company,English,1990-07-01,2023,2,22,1.45
8,14,Nolly Bonicelli,Philippines,Taluksangay,Merrick Circle,604,984,984,Ghosts (The New York Trilogy  #2),Paul Auster,Penguin Books,English,1987-07-07,2023,6,19,15.82
8,14,Nolly Bonicelli,Philippines,Taluksangay,Merrick Circle,604,733,733,The Wish Giver: Three Tales of Coven Tree,"Andrew Glass, Bill Brittain",HarperCollins,English,2019-04-02,2024,1,27,10.24
8,14,Nolly Bonicelli,Philippines,Taluksangay,Merrick Circle,604,4782,4782,The Drama of the Gifted Child: The Search for the True Self,Ruth Ward,Basic Books,English,2008-07-22,2024,1,27,7.15
9,15,Phebe Curdell,China,Longsha,Mandrake Court,4,8270,8270,For the Sake of Argument: Essays and Minority Reports,Christopher Hitchens,Verso,British English,1994-09-17,2022,3,5,13.61
9,15,Phebe Curdell,China,Longsha,Mandrake Court,4,10291,10291,Raised on Rock: Growing Up at Graceland,"David Stanley, Mark Bego",Trafalgar Square Publishing,English,1931-12-01,2022,3,5,7.78
9,15,Phebe Curdell,China,Longsha,Mandrake Court,4,6037,6037,A Prayer for Owen Meany,John Irving,Modern Library,English,2002-06-04,2024,3,8,3.26
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,4608,4608,Black Sunday,Thomas Harris,NAL,English,2005-11-01,2022,2,28,14.37
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,7572,7572,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),-,Chelsea House Publications,English,2002-12-19,2022,2,28,19.44
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,7876,7876,The Crack-Up,"Edmund Wilson, F. Scott Fitzgerald",New Directions Publishing Corporation,English,2003-04-30,2022,2,28,18.33
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,9622,9622,Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),"D.C. Talk, The Voice of the Martyrs",Albury Publishing,English,1999-01-15,2022,2,28,0.46
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,4933,4933,Three Men in a Boat: To Say Nothing of the Dog,-,Dover Publications,English,2006-06-16,2022,7,25,4.15
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,7115,7115,The Liberty Bell (Symbols of America),Debra Hess,Cavendish Square Publishing,English,2003-01-01,2022,7,25,0.25
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,10521,10521,Granta 85: Hidden Histories,Ian Jack,Grove Press Granta,English,2004-05-07,2022,7,25,7.82
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,2161,2161,Perfume: The Story of a Murderer,"John E. Woods, Patrick Süskind",Vintage International,English,2001-02-13,2022,9,29,18.04
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,4537,4537,The Shining,-,New English Library (Hodder & Stoughton),English,1980-07-01,2022,9,29,15.50
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,921,921,Midnight's Children,-,Vintage,English,1995-05-01,2022,11,17,17.44
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,5140,5140,Pearl S. Buck: A Cultural Biography,Peter Conn,Cambridge University Press,English,1998-01-28,2022,11,17,17.79
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,9539,9539,The Book of Five Rings,"Shiro Tsujimura, William Scott Wilson",Shambhala,English,1993-04-13,2022,11,17,0.06
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,7756,7756,Franz Kafka: The Complete Stories,"Franz Kafka, John Updike, Nabum N. Glazer",Schocken,United States English,1987-01-01,2023,5,6,2.56
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,2097,2097,The Wealth of Networks: How Social Production Transforms Markets and Freedom,Yochai Benkler,Yale University Press,English,2006-05-16,2023,11,15,9.05
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,10307,10307,Tales From Shakespeare,-,Wordsworth Editions,English,1994-08-05,2023,11,15,18.64
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,3242,3242,The Life and Opinions of Tristram Shandy  Gentleman,"Laurence Sterne, Robert Folkenflik",Modern Library,English,2004-09-21,2023,12,2,2.21
10,17,Euell Guilder,Brazil,Caetité,Maywood Place,97,4719,4719,Breaking Free from Compulsive Eating,Geneen Roth,Plume,English,1993-09-01,2023,12,2,1.02
11,20,Teriann Marritt,Cyprus,Nicosia,Rieder Road,1574,1325,1325,The Collected Dorothy Parker,"Brendan Gill, Dorothy Parker",Penguin Classics,English,2001-05-31,2021,5,25,9.18
11,20,Teriann Marritt,Cyprus,Nicosia,Rieder Road,1574,160,160,The Terminal Man,Michael Crichton,Avon,English,2002-11-05,2021,6,15,5.95
11,20,Teriann Marritt,Cyprus,Nicosia,Rieder Road,1574,9060,9060,Teaching with the Brain in Mind,Eric Jensen,Association for Supervision & Curriculum Development,English,2005-06-15,2021,6,15,7.24
11,20,Teriann Marritt,Cyprus,Nicosia,Rieder Road,1574,3736,3736,Dr. Seuss's Sleep Book,Dr. Seuss,New York: Random House,English,2012-07-24,2021,6,19,13.51
11,20,Teriann Marritt,Cyprus,Nicosia,Rieder Road,1574,9823,9823,Prodigal Blues,"Deena Warner, Gary A. Braunbeck",Cemetery Dance Publications,English,2006-05-01,2021,6,19,4.45
11,20,Teriann Marritt,Cyprus,Nicosia,Rieder Road,1574,6741,6741,The Speed of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,Free Press,English,2006-10-17,2021,8,18,15.82
11,20,Teriann Marritt,Cyprus,Nicosia,Rieder Road,1574,10442,10442,Secrets of the Scorpion,"Aaron Medwin, Cris Dornaus, D.J. Trindle, Eric Steiger, Jed Carleton, Matthew S. Armstrong, Robert Lee, Seth Mason, Shawn Carman, Travis Heerman",Alderac Entertainment Group (AEG),English,2003-04-01,2021,8,18,6.30
11,20,Teriann Marritt,Cyprus,Nicosia,Rieder Road,1574,2843,2843,Shield of Thunder (Troy  #2),Željko Petrović,Ballantine Books,Aleut,2007-03-27,2021,12,15,5.76
11,20,Teriann Marritt,Cyprus,Nicosia,Rieder Road,1574,3681,3681,The Origin of Species,"Julian Huxley, Philip Appleman",W.W. Norton & Company,United States English,2002-03-15,2021,12,15,5.58
